Age,Gender,Education Level,Job Title,Years of Experience,Salary
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,3.0,>100K
26.0,Female,Master's Degree,Product Manager,2.0,>100K
27.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,5.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
32.0,Male,Bachelor's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,3.0,>100K
26.0,Female,Master's Degree,Product Manager,2.0,>100K
27.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,5.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
32.0,Male,Bachelor's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
25.0,Female,Master's Degree,Data Analyst,1.0,<=100K
33.0,Male,PhD,Data Scientist,8.0,>100K
31.0,Female,Bachelor's Degree,Software Engineer,6.0,>100K
28.0,Male,Master's Degree,Product Manager,3.0,>100K
30.0,Female,Bachelor's Degree,Data Analyst,5.0,>100K
27.0,Male,PhD,Data Scientist,2.0,>100K
29.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Bachelor's Degree,Product Manager,9.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
31.0,Female,Master's Degree,Data Scientist,9.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
23.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
32.0,Female,PhD,Data Scientist,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,6.0,>100K
30.0,Female,Bachelor's Degree,Product Manager,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
31.0,Female,Master's Degree,Data Scientist,6.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Male,Master's Degree,Product Manager,11.0,>100K
26.0,Female,Bachelor's Degree,Data Analyst,3.0,>100K
30.0,Male,PhD,Data Scientist,7.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Master's Degree,Product Manager,12.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
30.0,Male,Bachelor's Degree,Data Analyst,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
31.0,Female,PhD,Data Scientist,9.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
28.0,Female,Master's Degree,Data Scientist,6.0,>100K
30.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
31.0,Male,Master's Degree,Data Scientist,9.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
23.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
32.0,Female,PhD,Data Scientist,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,6.0,>100K
30.0,Female,Bachelor's Degree,Product Manager,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
31.0,Female,Master's Degree,Data Scientist,6.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Male,Master's Degree,Product Manager,11.0,>100K
26.0,Female,Bachelor's Degree,Data Analyst,3.0,>100K
30.0,Male,PhD,Data Scientist,7.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Master's Degree,Product Manager,12.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
30.0,Male,Bachelor's Degree,Data Analyst,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
31.0,Female,PhD,Data Scientist,9.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
23.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Female,Master's Degree,Data Scientist,4.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
24.0,Female,Bachelor's Degree,Product Manager,3.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
31.0,Male,Master's Degree,Data Scientist,7.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,10.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
30.0,Female,PhD,Data Scientist,6.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,11.0,>100K
23.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
32.0,Female,PhD,Data Scientist,9.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,6.0,>100K
30.0,Female,Bachelor's Degree,Product Manager,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
31.0,Female,Master's Degree,Data Scientist,6.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
33.0,Male,Master's Degree,Product Manager,11.0,>100K
26.0,Female,Bachelor's Degree,Data Analyst,3.0,>100K
30.0,Male,PhD,Data Scientist,7.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Male,Master's Degree,Product Manager,12.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
30.0,Male,Bachelor's Degree,Data Analyst,5.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
31.0,Female,PhD,Data Scientist,9.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,5.0,>100K
27.0,Female,Bachelor's Degree,Product Manager,4.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
25.0,Male,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
34.0,Female,Master's Degree,Product Manager,12.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
32.0,Male,Bachelor's Degree,Software Engineer,8.0,>100K
33.0,Female,Master's Degree,Product Manager,11.0,>100K
24.0,Male,Bachelor's Degree,Data Analyst,1.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,4.0,>100K
25.0,Female,Bachelor's Degree,Data Analyst,2.0,>100K
30.0,Female,PhD,Data Scientist,7.0,>100K
31.0,Male,Bachelor's Degree,Data Analyst,9.0,>100K
28.0,Female,Bachelor's Degree,Software Engineer,5.0,>100K
26.0,Male,Bachelor's Degree,Data Analyst,3.0,>100K
29.0,Female,Master's Degree,Data Scientist,6.0,>100K
